,Unnamed: 0,Symbol,Wikipedia Link,Name,Sector,SEC Filings Link,CIK,Enterprise Value,Trailing P/E,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,EBITDA,Diluted EPS,Market Cap (intraday),Forward P/E,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding
71,71,BF-B,https://en.wikipedia.org/wiki/wiki/Brown-Forman_Corp.,Brown-Forman Corp.,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000014693&type=10-K&dateb=&owner=include&count=40,14693,30030000000.0,35.18,9.35,25.45,3210000000.0,1180000000.0,1.55,25500000000.0,29.74,0.7,54.7,50.55,1170000.0,1020000.0,302570000.0
72,72,CHRW,https://en.wikipedia.org/wiki/wiki/C._H._Robinson_Worldwide,C. H. Robinson Worldwide,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001043277&type=10-K&dateb=&owner=include&count=40,1043277,14080000000.0,25.34,0.95,16.48,14870000000.0,854210000.0,3.57,12640000000.0,18.35,0.48,91.77,86.15,1530000.0,1290000.0,139750000.0
73,73,CA,"https://en.wikipedia.org/wiki/wiki/CA,_Inc.","CA, Inc.",Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000356028&type=10-K&dateb=&owner=include&count=40,356028,14260000000.0,32.79,3.42,11.69,4160000000.0,1220000000.0,1.01,13830000000.0,12.11,0.57,34.99,33.88,2780000.0,2770000.0,416920000.0
74,74,COG,https://en.wikipedia.org/wiki/wiki/Cabot_Oil_%26_Gas,Cabot Oil & Gas,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000858470&type=10-K&dateb=&owner=include&count=40,858470,12080000000.0,107.27,6.91,11.9,1750000000.0,1020000000.0,0.22,10680000000.0,13.71,0.47,24.43,26.5,6000000.0,5550000.0,461140000.0
75,75,CDNS,https://en.wikipedia.org/wiki/wiki/Cadence_Design_Systems,Cadence Design Systems,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000813672&type=10-K&dateb=&owner=include&count=40,813672,10770000000.0,49.18,5.55,24.0,1940000000.0,448880000.0,0.73,10170000000.0,20.99,1.22,38.36,41.53,2600000.0,2690000.0,283240000.0
76,76,CPB,https://en.wikipedia.org/wiki/wiki/Campbell_Soup,Campbell Soup,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000016732&type=10-K&dateb=&owner=include&count=40,16732,16360000000.0,12.6,2.08,8.37,7860000000.0,1950000000.0,3.47,13150000000.0,13.33,0.08,43.28,46.21,3040000.0,2380000.0,300630000.0
77,77,CAH,https://en.wikipedia.org/wiki/wiki/Cardinal_Health,Cardinal Health,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000721371&type=10-K&dateb=&owner=include&count=40,721371,28240000000.0,10.88,0.21,8.94,132610000000.00003,3160000000.0,5.74,19630000000.0,10.16,1.12,67.45,65.2,3070000.0,2500000.0,314710000.0
78,78,KMX,https://en.wikipedia.org/wiki/wiki/Carmax_Inc,Carmax Inc,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001170010&type=10-K&dateb=&owner=include&count=40,1170010,23830000000.0,16.14,1.33,17.78,17920000000.0,1340000000.0,3.74,10840000000.0,12.54,1.62,61.87,68.63,2190000.0,2530000.0,179750000.0
79,79,CCL,https://en.wikipedia.org/wiki/wiki/Carnival_Corp.,Carnival Corp.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000815097&type=10-K&dateb=&owner=include&count=40,815097,56530000000.0,17.65,3.15,10.93,17950000000.0,5170000000.0,3.65,46110000000.0,12.77,0.98,67.51,66.98,3190000.0,4750000.0,534000000.0
80,80,CAT,https://en.wikipedia.org/wiki/wiki/Caterpillar_Inc.,Caterpillar Inc.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000018230&type=10-K&dateb=&owner=include&count=40,18230,121000000000.0,113.48,2.66,14.31,45460000000.0,8449999999.999998,1.26,85450000000.0,13.5,1.49,152.38,146.53,6390000.0,5020000.0,597630000.0
81,81,CBOE,https://en.wikipedia.org/wiki/wiki/Cboe_Global_Markets,Cboe Global Markets,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001374310&type=10-K&dateb=&owner=include&count=40,1374310,14480000000.0,29.63,6.5,21.99,2230000000.0,658700000.0,3.69,12320000000.0,21.87,0.78,114.81,118.2,1590000.0,1190000.0,112700000.0
82,82,CBRE,https://en.wikipedia.org/wiki/wiki/CBRE_Group,CBRE Group,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001138118&type=10-K&dateb=&owner=include&count=40,1138118,17830000000.0,23.02,1.25,12.01,14210000000.0,1490000000.0,2.03,15520000000.0,14.16,2.09,46.95,46.95,1860000.0,1880000.0,332060000.0
83,83,CBS,https://en.wikipedia.org/wiki/wiki/CBS_Corp.,CBS Corp.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000813828&type=10-K&dateb=&owner=include&count=40,813828,29110000000.0,59.98,2.13,9.54,13690000000.0,3050000000.0,0.88,20230000000.0,9.0,1.29,52.57,56.28,4320000.0,4880000.0,345150000.0
84,84,CELG,https://en.wikipedia.org/wiki/wiki/Celgene_Corp.,Celgene Corp.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000816284&type=10-K&dateb=&owner=include&count=40,816284,69160000000.0,23.89,5.32,11.62,13000000000.0,5950000000.0,3.64,65400000000.000015,8.57,1.4,90.19,106.67,8210000.000000001,7950000.0,752180000.0
85,85,CNC,https://en.wikipedia.org/wiki/wiki/Centene_Corporation,Centene Corporation,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001071739&type=10-K&dateb=&owner=include&count=40,1071739,18710000000.0,22.82,0.41,10.22,45810000000.0,1830000000.0,4.69,18730000000.0,13.1,0.96,102.65,100.17,1450000.0,1830000.0,175010000.0
86,86,CNP,https://en.wikipedia.org/wiki/wiki/CenterPoint_Energy,CenterPoint Energy,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001130310&type=10-K&dateb=&owner=include&count=40,1130310,19140000000.0,6.51,1.99,9.02,9610000000.0,2120000000.0,4.13,11600000000.0,16.3,0.67,27.01,28.26,4760000.0,4740000.0,431470000.0
87,87,CTL,https://en.wikipedia.org/wiki/wiki/CenturyLink_Inc,CenturyLink Inc,Telecommunication Services,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000018926&type=10-K&dateb=&owner=include&count=40,18926,54070000000.0,7.79,3.06,8.64,17660000000.0,6260000000.0,2.21,18410000000.0,14.71,0.72,17.27,17.26,12740000.0,13550000.0,1070000000.0
88,88,CERN,https://en.wikipedia.org/wiki/wiki/Cerner,Cerner,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000804753&type=10-K&dateb=&owner=include&count=40,804753,20100000000.0,21.95,3.99,14.69,5040000000.0,1370000000.0,2.57,18770000000.0,19.06,0.94,61.41,66.99,2890000.0,4580000.0,332600000.0
89,89,CF,https://en.wikipedia.org/wiki/wiki/CF_Industries_Holdings_Inc,CF Industries Holdings Inc,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001324404&type=10-K&dateb=&owner=include&count=40,1324404,12650000000.0,24.07,3.06,11.42,4130000000.0,1110000000.0,1.53,8590000000.0,21.29,1.29,40.0,38.9,3480000.0,3020000.0,233360000.0
90,90,CHTR,https://en.wikipedia.org/wiki/wiki/Charter_Communications,Charter Communications,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001091667&type=10-K&dateb=&owner=include&count=40,1091667,146640000000.0,9.11,3.53,9.67,41580000000.0,15160000000.0,34.09,85590000000.0,38.74,1.17,335.6,345.59,1450000.0,1500000.0,237790000.0
91,91,CVX,https://en.wikipedia.org/wiki/wiki/Chevron_Corp.,Chevron Corp.,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000093410&type=10-K&dateb=&owner=include&count=40,93410,251140000000.0,23.66,1.97,11.48,127490000000.0,21870000000.0,4.85,219220000000.0,18.13,1.25,113.8,118.79,7170000.0,5880000.0,1910000000.0
92,92,CMG,https://en.wikipedia.org/wiki/wiki/Chipotle_Mexican_Grill,Chipotle Mexican Grill,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058090&type=10-K&dateb=&owner=include&count=40,1058090,8900000000.0,51.55,1.99,19.88,4480000000.0,447520000.0,6.17,8850000000.0,29.18,0.53,318.3,307.11,1220000.0,,27840000.0
93,93,CB,https://en.wikipedia.org/wiki/wiki/Chubb_Limited,Chubb Limited,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000896159&type=10-K&dateb=&owner=include&count=40,896159,76830000000.0,16.38,2.38,16.96,32340000000.000008,4530000000.0,8.19,62480000000.0,11.86,0.88,140.49,146.51,1780000.0,1890000.0,465830000.0
94,94,CHD,https://en.wikipedia.org/wiki/wiki/Church_%26_Dwight,Church & Dwight,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000313927&type=10-K&dateb=&owner=include&count=40,313927,13900000000.0,17.07,3.68,15.49,3780000000.0,897300000.0,2.9,12080000000.0,20.29,0.13,49.49,48.15,2170000.0,2100000.0,244130000.0
95,95,CI,https://en.wikipedia.org/wiki/wiki/CIGNA_Corp.,CIGNA Corp.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000701221&type=10-K&dateb=&owner=include&count=40,701221,42340000000.0,19.14,1.02,9.06,41620000000.0,4670000000.0,8.77,40760000000.0,11.64,0.36,177.83,195.0,2530000.0,2360000.0,242880000.0
96,96,XEC,https://en.wikipedia.org/wiki/wiki/Cimarex_Energy,Cimarex Energy,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001168054&type=10-K&dateb=&owner=include&count=40,1168054,9850000000.0,17.41,5.13,8.18,1920000000.0,1200000000.0,5.2,8630000000.0,10.62,0.93,94.31,111.1,1290000.0,1400000.0,95440000.0
97,97,CINF,https://en.wikipedia.org/wiki/wiki/Cincinnati_Financial,Cincinnati Financial,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000020286&type=10-K&dateb=&owner=include&count=40,20286,12510000000.0,11.61,2.18,14.93,5730000000.0,838000000.0,6.29,11980000000.0,21.41,0.74,74.83,74.71,,,164090000.0
98,98,CTAS,https://en.wikipedia.org/wiki/wiki/Cintas_Corporation,Cintas Corporation,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000723254&type=10-K&dateb=&owner=include&count=40,723254,19940000000.0,33.05,3.32,16.73,6000000000.0,1190000000.0,5.05,17790000000.0,23.65,0.95,170.84,157.89,,,106680000.0
99,99,CLX,https://en.wikipedia.org/wiki/wiki/The_Clorox_Company,The Clorox Company,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000021076&type=10-K&dateb=&owner=include&count=40,21076,18040000000.0,21.2,2.99,14.46,6040000000.0,1250000000.0,6.06,16629999999.999996,19.95,0.34,129.21,134.81,1140000.0,1340000.0,129400000.0
100,100,CME,https://en.wikipedia.org/wiki/wiki/CME_Group_Inc.,CME Group Inc.,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001156375&type=10-K&dateb=&owner=include&count=40,1156375,54760000000.0,13.25,15.02,21.81,3640000000.0,2510000000.0,11.94,53870000000.0,22.48,0.56,163.87,149.87,1840000.0,2170000.0,340410000.0
101,101,CMS,https://en.wikipedia.org/wiki/wiki/CMS_Energy,CMS Energy,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000811156&type=10-K&dateb=&owner=include&count=40,811156,23100000000.0,27.63,3.51,10.98,6580000000.0,2100000000.0,1.64,12800000000.0,18.13,0.14,43.69,46.2,3200000.0,3520000.0,282400000.0
102,102,KO,https://en.wikipedia.org/wiki/wiki/Coca-Cola_Company,Coca-Cola Company,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000021344&type=10-K&dateb=&owner=include&count=40,21344,209490000000.0,150.41,5.92,19.27,35410000000.0,10870000000.0,0.29,187300000000.0,19.43,0.64,43.65,45.39,13660000.0,13580000.0,4260000000.0
103,103,CTSH,https://en.wikipedia.org/wiki/wiki/Cognizant_Technology_Solutions,Cognizant Technology Solutions,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058290&type=10-K&dateb=&owner=include&count=40,1058290,43430000000.0,31.25,2.93,14.32,14810000000.0,3030000000.0,2.53,46500000000.0,15.41,0.81,82.11,75.88,3790000.0,3990000.0,588050000.0
104,104,CL,https://en.wikipedia.org/wiki/wiki/Colgate-Palmolive,Colgate-Palmolive,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000021665&type=10-K&dateb=&owner=include&count=40,21665,67959999999.999985,31.42,4.4,15.5,15450000000.0,4390000000.0,2.28,62570000000.0,20.89,0.66,70.04,72.47,4070000.0000000005,3940000.0,873430000.0
105,105,CMCSA,https://en.wikipedia.org/wiki/wiki/Comcast_Corp.,Comcast Corp.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001166691&type=10-K&dateb=&owner=include&count=40,1166691,215460000000.0,7.18,2.55,7.75,84530000000.0,27810000000.0,4.75,158470000000.0,12.41,1.26,36.0,38.04,28410000.0,30050000.0,4640000000.0
106,106,CAG,https://en.wikipedia.org/wiki/wiki/Conagra_Brands,Conagra Brands,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000023217&type=10-K&dateb=&owner=include&count=40,23217,17680000000.0,22.03,2.26,10.71,7830000000.0,1650000000.0,1.67,14460000000.0,15.84,0.39,36.65,36.01,3380000.0,2570000.0,393520000.0
107,107,CXO,https://en.wikipedia.org/wiki/wiki/Concho_Resources,Concho Resources,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001358071&type=10-K&dateb=&owner=include&count=40,1358071,25390000000.0,20.85,9.82,16.1,2590000000.0,1580000000.0,6.41,19690000000.0,26.78,1.28,150.32,141.53,1250000.0,1060000.0,147320000.0
108,108,ED,https://en.wikipedia.org/wiki/wiki/Consolidated_Edison,Consolidated Edison,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001047862&type=10-K&dateb=&owner=include&count=40,1047862,39640000000.0,15.9,3.29,10.03,12030000000.0,3950000000.0,4.94,24380000000.0,17.61,0.08,76.42,81.79,2230000.0,1850000.0,310400000.0
109,109,STZ,https://en.wikipedia.org/wiki/wiki/Constellation_Brands,Constellation Brands,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000016918&type=10-K&dateb=&owner=include&count=40,16918,53510000000.0,24.72,7.19,19.57,7450000000.0,2740000000.0,9.19,44310000000.0,20.94,0.01,222.89,217.29,1860000.0,2490000.0,171380000.0
110,110,COO,https://en.wikipedia.org/wiki/wiki/The_Cooper_Companies,The Cooper Companies,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000711404&type=10-K&dateb=&owner=include&count=40,711404,13330000000.0,61.58,5.98,19.06,2230000000.0,699400000.0,3.54,10690000000.0,17.14,0.9,231.58,233.45,,,49020000.0
111,111,COST,https://en.wikipedia.org/wiki/wiki/Costco_Wholesale_Corp.,Costco Wholesale Corp.,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000909832&type=10-K&dateb=&owner=include&count=40,909832,82890000000.0,27.42,0.61,14.23,135960000000.00003,5820000000.0,6.71,80730000000.0,23.98,1.03,187.03,179.47,2560000.0,2500000.0,438820000.0
112,112,CCI,https://en.wikipedia.org/wiki/wiki/Crown_Castle_International_Corp.,Crown Castle International Corp.,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001051470&type=10-K&dateb=&owner=include&count=40,1051470,60180000000.0,106.94,13.82,25.86,4360000000.0,2330000000.0,1.01,44800000000.0,69.24,0.35,109.23,107.74,3040000.0,2980000.0,414820000.0
113,113,CSX,https://en.wikipedia.org/wiki/wiki/CSX_Corp.,CSX Corp.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000277948&type=10-K&dateb=&owner=include&count=40,277948,60450000000.0,9.07,5.3,11.65,11410000000.0,5190000000.0,5.99,48220000000.0,14.93,1.27,55.81,54.51,6900000.0,5890000.0,887240000.0
114,114,CMI,https://en.wikipedia.org/wiki/wiki/Cummins_Inc.,Cummins Inc.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000026172&type=10-K&dateb=&owner=include&count=40,26172,26470000000.0,26.45,1.3,10.27,20430000000.0,2580000000.0,5.97,25990000000.0,11.74,0.94,162.17,170.84,1700000.0,1530000.0,164580000.0
115,115,CVS,https://en.wikipedia.org/wiki/wiki/CVS_Health,CVS Health,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000064803&type=10-K&dateb=&owner=include&count=40,64803,87900000000.0,9.84,0.48,7.02,184770000000.0,12530000000.0,6.44,64360000000.0,9.47,0.85,65.9,72.55,8660000.0,8270000.0,1020000000.0
116,116,DHI,https://en.wikipedia.org/wiki/wiki/D._R._Horton,D. R. Horton,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000882184&type=10-K&dateb=&owner=include&count=40,882184,18810000000.0,16.94,1.3,10.74,14520000000.0,1750000000.0,2.68,17050000000.0,10.38,0.98,43.83,45.98,5110000.0,4410000.0,375920000.0
117,117,DHR,https://en.wikipedia.org/wiki/wiki/Danaher_Corp.,Danaher Corp.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000313616&type=10-K&dateb=&owner=include&count=40,313616,79520000000.0,27.37,4.34,18.0,18330000000.0,4420000000.0,3.53,67510000000.000015,20.35,1.01,99.07,94.63,2560000.0,2200000.0,698440000.0
118,118,DRI,https://en.wikipedia.org/wiki/wiki/Darden_Restaurants,Darden Restaurants,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000940944&type=10-K&dateb=&owner=include&count=40,940944,11370000000.0,20.1,1.44,11.27,7880000000.0,1010000000.0,4.32,10750000000.0,16.06,-0.06,91.59,88.83,1600000.0,1650000.0,123790000.0
119,119,DVA,https://en.wikipedia.org/wiki/wiki/DaVita,DaVita,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000927066&type=10-K&dateb=&owner=include&count=40,927066,21260000000.0,18.16,1.95,8.82,10880000000.0,2410000000.0,3.47,11420000000.0,12.12,1.28,69.37,66.75,1580000.0,1910000.0,181220000.0
120,120,DE,https://en.wikipedia.org/wiki/wiki/Deere_%26_Co.,Deere & Co.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000315189&type=10-K&dateb=&owner=include&count=40,315189,87190000000.0,33.05,2.87,17.12,30420000000.0,5090000000.0,4.4,47080000000.0,12.76,0.86,160.17,147.65,2550000.0,2720000.0,323790000.0
121,121,DAL,https://en.wikipedia.org/wiki/wiki/Delta_Air_Lines,Delta Air Lines,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000027904&type=10-K&dateb=&owner=include&count=40,27904,45780000000.0,10.72,1.11,5.8,41240000000.0,7900000000.0,4.95,37360000000.0,7.37,0.99,54.42,53.31,8359999.999999999,6870000.0,704310000.0
122,122,DVN,https://en.wikipedia.org/wiki/wiki/Devon_Energy,Devon Energy,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001090012&type=10-K&dateb=&owner=include&count=40,1090012,24520000000.0,18.5,1.78,7.3,13750000000.0,3360000000.0,1.7,16550000000.0,14.17,2.99,31.85,37.02,7890000.0,6780000.0,526100000.0
123,123,DLR,https://en.wikipedia.org/wiki/wiki/Digital_Realty,Digital Realty,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001297996&type=10-K&dateb=&owner=include&count=40,1297996,29970000000.0,105.35,12.07,22.49,2480000000.0,1330000000.0,0.99,22340000000.0,54.04,0.57,102.74,111.75,1530000.0,,205930000.0
124,124,DISH,https://en.wikipedia.org/wiki/wiki/Dish_Network,Dish Network,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001082&type=10-K&dateb=&owner=include&count=40,1001082,31840000000.0,9.45,2.21,11.23,14390000000.0,2830000000.0,4.07,17970000000.0,17.91,0.93,40.58,47.12,2550000.0,2480000.0,228220000.0
125,125,DG,https://en.wikipedia.org/wiki/wiki/Dollar_General,Dollar General,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000029534&type=10-K&dateb=&owner=include&count=40,29534,27540000000.0,16.87,1.17,11.42,23470000000.0,2410000000.0,5.63,25520000000.0,14.17,0.75,93.2,90.26,2760000.0,2390000.0,268740000.0
126,126,DLTR,https://en.wikipedia.org/wiki/wiki/Dollar_Tree,Dollar Tree,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000935703&type=10-K&dateb=&owner=include&count=40,935703,26780000000.0,13.69,1.2,10.24,22250000000.0,2620000000.0,7.21,23430000000.0,15.5,0.63,100.36,99.47,2990000.0,2970000.0,237340000.0
127,127,D,https://en.wikipedia.org/wiki/wiki/Dominion_Energy,Dominion Energy,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000715957&type=10-K&dateb=&owner=include&count=40,715957,81880000000.0,14.04,6.51,12.88,12590000000.0,6360000000.0,4.72,43210000000.0,15.54,0.23,74.05,78.21,4470000.0,6150000.0,652460000.0
128,128,DOV,https://en.wikipedia.org/wiki/wiki/Dover_Corp.,Dover Corp.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000029905&type=10-K&dateb=&owner=include&count=40,29905,18860000000.0,18.1,2.41,13.58,7830000000.0,1390000000.0,5.15,14410000000.0,14.43,1.26,99.8,98.09,1400000.0,1450000.0,154580000.0
129,129,DWDP,https://en.wikipedia.org/wiki/wiki/DowDuPont,DowDuPont,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001666700&type=10-K&dateb=&owner=include&count=40,1666700,168170000000.0,70.63,2.69,14.99,62480000000.0,11220000000.0,0.9,148190000000.0,13.03,1.5,68.23,70.95,9270000.0,11170000.0,2330000000.0
130,130,DPS,https://en.wikipedia.org/wiki/wiki/Dr_Pepper_Snapple_Group,Dr Pepper Snapple Group,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001418135&type=10-K&dateb=&owner=include&count=40,1418135,25640000000.0,20.14,3.83,16.24,6690000000.0,1580000000.0,5.89,21320000000.0,21.29,0.9,117.18,99.93,2480000.0,1150000.0,179740000.0
131,131,DTE,https://en.wikipedia.org/wiki/wiki/DTE_Energy,DTE Energy,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000936340&type=10-K&dateb=&owner=include&count=40,936340,31250000000.0,16.47,2.48,12.44,12610000000.0,2510000000.0,6.32,18700000000.0,16.95,0.21,101.97,108.2,1320000.0,1720000.0,179690000.0
132,132,DRE,https://en.wikipedia.org/wiki/wiki/Duke_Realty,Duke Realty,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000783280&type=10-K&dateb=&owner=include&count=40,783280,12420000000.0,5.6,15.72,28.2,790340000.0,440620000.0,4.58,9250000000.0,64.2,0.85,25.55,27.2,2950000.0,2490000.0,356990000.0
133,133,DUK,https://en.wikipedia.org/wiki/wiki/Duke_Energy,Duke Energy,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001326160&type=10-K&dateb=&owner=include&count=40,1326160,107420000000.0,17.92,4.63,10.59,23190000000.0,10150000000.0,4.36,56420000000.0,15.79,0.16,76.53,82.42,4300000.0,3850000.0,721880000.0
134,134,EMN,https://en.wikipedia.org/wiki/wiki/Eastman_Chemical,Eastman Chemical,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000915389&type=10-K&dateb=&owner=include&count=40,915389,21750000000.0,10.86,2.28,9.72,9550000000.0,2240000000.0,9.47,14680000000.0,11.24,1.1,104.53,95.57,1360000.0,1220000.0,142760000.0
135,135,ETN,https://en.wikipedia.org/wiki/wiki/Eaton_Corporation,Eaton Corporation,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001551182&type=10-K&dateb=&owner=include&count=40,1551182,41850000000.0,11.37,2.05,12.25,20400000000.0,3420000000.0,6.68,33280000000.0,13.4,1.19,80.57,79.65,2930000.0,3030000.0,438100000.0
136,136,ECL,https://en.wikipedia.org/wiki/wiki/Ecolab,Ecolab,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000031462&type=10-K&dateb=&owner=include&count=40,31462,46580000000.0,27.25,3.37,15.77,13840000000.0,2950000000.0,5.13,40310000000.0,23.45,0.98,133.95,133.63,1450000.0,1410000.0,288350000.0
137,137,EIX,https://en.wikipedia.org/wiki/wiki/Edison_Int%27l,Edison Int'l,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000827052&type=10-K&dateb=&owner=include&count=40,827052,33930000000.0,36.85,2.75,8.25,12320000000.0,4110000000.000001,1.72,20650000000.0,13.99,0.06,61.77,69.51,3510000.0,2080000.0,325810000.0
138,138,EW,https://en.wikipedia.org/wiki/wiki/Edwards_Lifesciences,Edwards Lifesciences,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001099800&type=10-K&dateb=&owner=include&count=40,1099800,29000000000.0,50.93,8.44,26.23,3440000000.0,1110000000.0,2.7,28950000000.0,27.07,0.67,137.53,119.91,1320000.0,1480000.0,210520000.0
139,139,EA,https://en.wikipedia.org/wiki/wiki/Electronic_Arts,Electronic Arts,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000712515&type=10-K&dateb=&owner=include&count=40,712515,33830000000.0,36.92,6.64,21.95,5100000000.0,1540000000.0,3.21,36300000000.0,23.72,0.98,124.82,116.29,3740000.0,2940000.0,306730000.0
140,140,EMR,https://en.wikipedia.org/wiki/wiki/Emerson_Electric_Company,Emerson Electric Company,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000032604&type=10-K&dateb=&owner=include&count=40,32604,46030000000.0,26.73,2.9,13.71,15860000000.0,3360000000.0,2.48,42100000000.0,18.52,1.18,70.26,67.64,3670000.0,3340000.0,634840000.0
141,141,ETR,https://en.wikipedia.org/wiki/wiki/Entergy_Corp.,Entergy Corp.,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000065984&type=10-K&dateb=&owner=include&count=40,65984,30060000000.0,34.64,2.71,8.43,11070000000.0,3570000000.0,2.28,14330000000.0,13.93,0.61,77.54,80.34,1380000.0,1230000.0,181490000.0
